thumb_rms,thumb_mav,thumb_wl,thumb_zc,thumb_ssc,thumb_var,index_rms,index_mav,index_wl,index_zc,index_ssc,index_var,middle_rms,middle_mav,middle_wl,middle_zc,middle_ssc,middle_var,ring_rms,ring_mav,ring_wl,ring_zc,ring_ssc,ring_var,little_rms,little_mav,little_wl,little_zc,little_ssc,little_var,label
509.9379433685598,509.93043478260876,75.00000000000057,0,28,7.657769376181546,510.5651540418119,510.56086956521744,83.60000000000008,0,36,4.374990548204178,509.53684254727204,509.53478260869554,83.60000000000002,0,38,2.0992249527410456,508.17457459112376,508.17391304347836,36.200000000000216,0,35,0.6723629489602971,148.5958891116089,148.595652173913,8.600000000000108,0,15,0.07041587901701275,0
511.5925994637598,511.58260869565225,89.20000000000056,0,28,10.222306238185249,510.14988334631704,510.1434782608696,86.99999999999989,0,31,6.535066162570872,509.7181488865664,509.71304347826083,84.0,0,33,5.204612476370523,507.80169700214753,507.7999999999999,34.99999999999994,0,22,1.7234782608695753,148.98772345106303,148.98695652173913,9.000000000000057,0,14,0.22852551984877034,0
510.4291893997682,510.42173913043473,93.40000000000038,0,17,7.6056143667297,510.2530412324424,510.2478260869565,72.79999999999984,0,19,5.322060491493364,510.66106772198384,510.6565217391304,62.600000000000136,0,17,4.642892249527396,507.9713249352977,507.9695652173913,30.799999999999898,0,17,1.7877693761814835,149.14826588797908,149.14782608695657,11.200000000000102,0,10,0.1311909262759934,0
510.67547595232185,510.6695652173914,78.19999999999993,0,14,6.036899810964072,510.6852242437307,510.67826086956524,78.00000000000011,0,17,7.112136105860128,510.7212461845971,510.71304347826083,68.39999999999998,0,11,8.378525519848715,508.1578597589362,508.15652173913037,34.19999999999993,0,18,1.359848771266555,149.0967529463014,149.09565217391307,13.600000000000136,0,5,0.3282419659735369,0
509.0343808325379,509.01304347826084,108.20000000000005,0,10,21.722438563327067,511.0717613186933,511.05652173913046,93.80000000000007,0,9,15.57680529300568,510.72451691094005,510.71304347826083,89.59999999999991,0,8,11.719395085066127,507.98943415920706,507.9869565217391,46.80000000000007,0,10,2.5172211720227016,149.07101896630405,149.0695652173913,16.799999999999983,0,7,0.43342155009451566,0
509.6415509304384,509.6130434782608,108.99999999999994,0,12,29.05635160680538,509.868697505203,509.8521739130436,90.00000000000057,0,17,16.84945179584124,510.07318059786024,510.06521739130443,68.99999999999994,0,16,8.123572778827933,508.2718444160438,508.26956521739123,40.799999999999955,0,20,2.316899810964075,149.170585164304,149.16956521739132,13.399999999999892,0,8,0.3042911153119062,0
511.05042293555414,511.0391304347826,88.99999999999994,0,19,11.541947069943312,510.1123286356515,510.10434782608695,76.60000000000025,0,23,8.142155009451772,509.8295913086186,509.82608695652164,66.40000000000032,0,22,3.5732325141776977,508.40946182143904,508.408695652174,31.200000000000102,0,23,0.779054820415867,149.2569392458638,149.25652173913045,11.400000000000063,0,15,0.1246313799621924,0
509.62806471761945,509.6217391304349,102.20000000000016,0,25,6.447353497164483,510.97734655819346,510.97391304347826,71.40000000000003,0,19,3.5088846880907236,510.0966566548293,510.0913043478261,79.79999999999984,0,26,5.4603591682419825,507.99674853461335,507.99565217391313,36.200000000000216,0,20,1.1138941398865725,148.96579706648157,148.96521739130438,14.400000000000063,0,22,0.17270321361058355,0
508.4868148433795,508.4826086956521,112.20000000000033,0,29,4.277523629489615,511.0980540655239,511.0956521739131,70.80000000000035,0,24,2.45519848771269,510.60824343215376,510.6043478260871,73.79999999999984,0,28,3.9782419659735244,507.94853727689696,507.94782608695647,34.99999999999994,0,24,0.7224952741020647,148.80912197378458,148.80869565217392,12.200000000000074,0,17,0.12688090737239827,0
508.98346347102137,508.9782608695652,102.00000000000011,0,27,5.296049149338374,510.67109639733104,510.66956521739144,70.8000000000003,0,28,1.5638563327032313,510.5414993991142,510.5391304347826,55.200000000000045,0,25,2.4189035916824184,507.87023505239404,507.8695652173913,33.2000000000001,0,23,0.680378071833639,148.94832485886127,148.9478260869565,9.400000000000176,0,16,0.14858223062381723,0
509.36943627262883,509.3652173913043,81.60000000000008,0,29,4.297920604914941,511.36253369753763,511.36086956521746,61.20000000000016,0,33,1.701947069943291,509.5684653405911,509.56521739130443,64.20000000000016,0,30,3.3100945179584107,507.97497028375585,507.9739130434783,40.19999999999948,0,26,1.0741020793950653,149.07869529649216,149.0782608695652,10.800000000000182,0,25,0.12952741020793834,0
